"id","preco_previsto"
3.26e+38,138463.506568701
3.35e+38,83731.4495238646
2.44e+38,127897.663205969
1.99e+38,97019.7707233078
1.34e+38,219175.790655667
1.93e+38,88599.0842705816
5.77e+37,109658.767632243
2.67e+38,129291.681894588
1.75e+38,169750.66197187
1.46e+38,267811.386729916
1.35e+38,64532.491605459
4.31e+37,75656.5825603112
3.37e+38,131309.507603812
2.76e+37,86569.0372668736
2.15e+38,139303.874061196
6.48e+37,134909.122752633
5.6e+37,77869.3998541676
2.77e+38,125137.315628088
9.65e+37,155862.172871673
1.86e+38,140762.652871058
3.11e+38,122336.556678891
1.81e+38,122436.314976446
2.23e+37,181005.597159103
2.06e+37,83582.6670886926
2.77e+38,213396.986884052
1.74e+38,58033.5247673933
2.34e+38,134111.192750069
2.29e+37,68772.5977745485
2.44e+38,89482.3301875199
2.05e+38,87023.7097256797
2.78e+38,79653.2709634769
2.76e+38,67225.1220518147
1.3e+38,80908.1241409262
9.18e+37,107868.295236618
1.83e+38,137832.144535688
1.65e+38,94812.3092913257
1.65e+38,159069.164650122
2.1e+38,161998.482451963
2.51e+38,124988.999816761
1.88e+38,124875.806332948
4.49e+37,72142.7085244966
1.5e+38,70848.3130132146
1.35e+38,131700.420255759
1.05e+38,256594.545782603
1.68e+38,54807.8670054916
1.58e+38,93063.7298229077
2.81e+37,133665.083056804
3.29e+38,91874.0345788943
5.99e+37,88008.9867775048
2.45e+38,140278.282161611
2.44e+38,120755.414124506
4.18e+37,155199.694325059
3.65e+37,108015.245062903
2.67e+38,81232.1538886087
4.25e+36,86970.8891786568
1.33e+38,193409.138268848
3.04e+38,74749.304857749
5.67e+37,232589.423095072
2.04e+38,131029.755990049
2.58e+37,139730.780438614
1.2e+37,84476.9485745925
1.42e+37,253706.090896455
1.42e+38,131293.60020056
2.37e+38,247548.582065053
3.14e+38,127006.111716978
2.63e+38,46759.3463832974
4.83e+37,233618.880849077
3.64e+37,165648.399300514
9.16e+37,168352.80977557
1.41e+38,118073.11265401
1.04e+38,88399.7161271794
1.55e+37,64630.9373840059
9.24e+37,81654.4920003362
2.64e+38,94907.6184627041
3.59e+37,178081.363440786
2.9e+38,228655.227162048
1.1e+38,120490.468342298
2.34e+38,391855.338125663
1.46e+38,126771.753099851
1.3e+38,134674.154786898
2.05e+38,74435.4850055352
3.49e+37,124338.636142559
1.76e+38,88420.1620907652
6.34e+37,163874.728554999
1.04e+38,139452.533854332
5.09e+36,86355.0427974328
2.82e+38,177384.320431787
9.04e+37,88549.9261313824
3.22e+38,235287.639689158
1.43e+38,79893.1575540598
8.93e+37,257141.670023516
2.57e+36,103843.917102197
2.37e+38,66787.8269023233
2.7e+38,164019.607578108
2.58e+38,123853.573853724
1.54e+35,90296.5996464975
1.23e+38,81348.4394415266
5.82e+37,211165.379367975
2.37e+38,107742.075467368
3.16e+38,113289.311049541
1.63e+38,128140.761519252
1.38e+38,124106.704824356
2.04e+38,164302.76530327
3.15e+38,187162.947098834
1.2e+38,63118.6005761974
1.28e+38,87854.8151280545
1.77e+38,68924.7054137246
1.23e+38,147185.370411103
1.21e+38,65368.7571969453
3.1e+38,96399.5042846282
1.07e+38,173679.395724025
1.23e+38,159764.858470204
1.71e+38,82719.6340449495
5.86e+37,116359.970390528
4.75e+37,122791.777606871
1.8e+38,194257.001340532
2.29e+38,160725.44140025
5.65e+37,120251.663740171
7.37e+37,82494.2224281894
3.11e+38,251275.009610551
3.07e+38,225677.44819712
1.72e+38,165451.967150985
2.65e+38,191600.840141511
2.73e+36,119759.251333643
7.91e+37,66754.5513282002
1.87e+37,87463.8238946943
5.33e+37,116300.965954899
2.11e+38,70012.8802038373
3.94e+37,135198.405366028
1.4e+38,75276.330014982
2.91e+38,89464.3006826404
3.26e+38,338457.863217838
1.12e+38,71810.6204157973
1.55e+38,327019.170634469
8.73e+37,222426.967699549
2.26e+38,60878.7300755372
2.33e+38,131929.114623704
3.38e+38,71174.0377686277
6.52e+37,115034.339103808
3.25e+37,78978.6159241983
2.81e+38,147514.857931362
5.04e+37,91698.7079496782
3.35e+38,124308.084902923
1.69e+38,130813.836329176
2.24e+38,131206.923873735
3.06e+38,133216.555527831
1.65e+38,126915.912916912
3.34e+38,83429.9630524112
5.87e+37,165427.158099972
1.64e+38,134585.761049271
3.1e+38,139008.41545827
3.4e+38,120780.926698721
1.08e+38,175629.516701161
1.38e+38,215153.758402774
4.83e+36,113579.804461859
3.38e+38,107614.310285681
1.4e+38,238503.110545111
3.36e+38,141356.760958891
2.26e+38,108233.359244955
2.14e+38,253945.402937066
1.64e+38,169497.190856477
2.36e+37,81870.7454868127
3.32e+38,114063.938508302
1.74e+38,101997.740629769
1.06e+37,85150.4696704299
3.15e+38,145246.185594071
2.62e+38,116622.470564309
2.55e+38,154316.872287702
1.44e+38,66467.8938946534
7.41e+37,64903.2414694814
3.08e+38,127644.302313401
1.06e+38,119279.87880681
1.49e+37,322193.787066642
5.37e+37,73140.0169239935
5.88e+37,63278.6235325329
3.05e+38,89033.3973665921
2.37e+38,119042.845079517
2.69e+38,60662.5947412612
2.3e+38,125213.321888896
1.72e+38,78448.9113058699
8.58e+37,136608.09233737
2.68e+38,94231.0775457538
3.16e+38,119832.724738624
2.82e+38,256156.99562996
1.29e+38,153867.497321798
2.5e+38,185603.547039896
2.82e+37,114980.002122156
3.26e+37,175176.233495238
1.57e+38,224309.538270773
3.17e+38,114607.806875184
5.5e+37,146946.590988452
1.74e+38,89261.063674739
3.3e+38,142314.932663949
2.33e+38,81073.113221538
3.19e+38,121241.368029874
1.39e+38,101328.532542735
2.1e+38,200485.312922303
2.55e+38,46353.6026582313
2.16e+38,75006.7499578815
2.04e+38,58831.8506261653
9.12e+37,159368.343432913
4.77e+37,135441.200317855
2.3e+38,87611.974867287
3.21e+38,122132.218965581
2.57e+38,249923.409449518
2.42e+35,244923.709892813
1.46e+38,225312.806369678
2.79e+38,123403.796307488
1.89e+38,66365.657757569
3.17e+38,188428.945513844
3.53e+37,176055.485995493
1.42e+38,252358.594973284
2.92e+38,244358.401055562
6.37e+37,141577.780212609
8.32e+36,78184.5326211762
1.71e+38,92421.7418844966
2.4e+38,245494.844857218
2.74e+37,84481.752138698
3.16e+38,77474.761823892
1.65e+38,87391.4051699372
1.9e+38,132057.980260685
3.03e+38,87771.1811972029
2.86e+38,89179.2726611272
1.45e+37,106054.128938928
1.53e+37,68372.3652849136
2.26e+38,163445.25643394
3.07e+38,103814.021591431
1.96e+38,170893.567380243
9.93e+37,227022.127459352
1.56e+38,84066.2654542547
1.65e+38,331004.678974975
5.84e+37,127915.286812651
2.91e+38,122841.0369488
4.43e+37,141106.382871451
1.24e+38,146637.053184603
3.15e+38,185668.401956399
2.32e+38,131889.546067765
1.3e+38,317866.279375617
2.88e+38,53856.3586132063
1.7e+38,119218.608635048
1.75e+38,128505.238662423
3.58e+37,82290.1920103835
2.6e+38,162718.716958684
2.02e+38,157058.837199104
2.57e+36,81931.6665555233
1.4e+38,92182.2614886777
3.31e+38,92748.4184721282
1.76e+38,93115.7689913756
4.55e+37,331828.025352714
1.43e+38,77523.2741916461
2.27e+38,103218.470742201
2.6e+38,126132.408364695
7.79e+37,131645.659249452
1.25e+38,127907.338895047
6.03e+36,138822.193799572
2.14e+38,83639.7405821416
1.75e+38,96778.6155699395
1.51e+38,167972.799730168
2.12e+38,236253.623551302
2.5e+38,139580.882627939
9.09e+37,64334.7986802485
2.44e+38,109852.569337467
9.78e+37,84557.0936053597
2.34e+38,94327.4653994512
2.39e+38,166472.484633491
5.85e+37,132837.562841995
7.25e+37,139999.771408047
3.15e+38,117666.41104464
2.05e+38,115895.760145009
2.9e+37,115905.608441947
3.16e+37,108270.966649565
6.63e+37,211893.021108681
3.06e+38,266287.912251429
3.21e+38,180429.108716428
1.46e+38,124406.122441827
2.14e+38,86150.0159784266
1.35e+37,128941.769869063
2.68e+38,124490.198145403
1.42e+37,332500.84633246
2.22e+38,84929.826186668
2.46e+38,309280.281836937
3.03e+38,88815.7028190322
1.38e+38,125136.838860058
2.06e+38,70214.7630272849
9.84e+37,126646.860924311
8.39e+37,124263.456383889
8.65e+36,160967.783480198
6.13e+37,139163.139313293
1.69e+38,81538.1446629176
1.57e+38,68511.3688410579
1.65e+37,61659.8558475443
4.94e+37,51085.5563738603
2.65e+37,137293.385368416
2.96e+38,63780.7803722879
6.8e+37,146749.179167311
2.96e+38,82047.9391442916
1.37e+38,84937.4469587823
2.41e+38,122139.221484873
1.83e+38,90229.3842366535
2.85e+38,118732.025645676
8.17e+37,85880.2613165519
6.51e+37,330560.239111398
2.2e+38,110306.588004702
6.32e+37,75761.484926984
1.51e+38,117926.277073846
3.41e+37,118869.641955229
3.25e+37,126719.385299024
8.86e+37,161538.484155441
3.27e+38,81800.2937461465
1.55e+38,135005.842541535
2.37e+38,130258.958174708
6.33e+37,127616.46978248
6.86e+37,344146.28127808
1.78e+38,135908.436012067
4.47e+37,54938.8697256335
2.87e+38,225018.277142724
1.61e+37,120285.218039004
6.29e+37,84479.889582282
8.69e+37,52108.0724806886
1.19e+38,46164.691218756
2.05e+38,133579.960140208
2.08e+38,125631.577652144
2.58e+36,124981.297281627
2.7e+38,62755.9294716301
2.49e+38,140151.203966683
3.33e+38,83404.0373527905
3.04e+38,230007.712897147
1.59e+38,119737.995802391
5.12e+37,127037.28074888
2.11e+37,77364.4105799189
1.74e+38,95877.5211287229
1.61e+38,75161.8722197684
1.39e+38,123966.632211364
3.3e+38,92740.1455133751
9.65e+37,88215.7409768077
2.32e+38,78688.4350521161
3.25e+38,133003.072191872
2.06e+38,83037.3930621719
3.28e+38,84181.5202932802
2.64e+38,143591.545090318
2.19e+38,83142.8702826359
2.64e+38,87035.7159819374
3.04e+38,146337.796797931
1.46e+38,101178.241524443
1.54e+38,130381.345807067
1.99e+38,129555.545622349
1.73e+38,128389.860181839
5.76e+37,58171.0679730627
2.48e+38,161138.442775049
2.16e+38,69515.0815392407
8.07e+37,293924.477149052
2.51e+38,176890.760537361
2.39e+38,124965.537349941
3.35e+38,140915.017719484
2.95e+37,133271.509346127
1.77e+38,188113.003858123
1.97e+38,76743.2331358992
2.1e+38,137096.268410182
3.13e+38,135376.517451503
7.39e+37,247432.539431565
7.13e+36,72521.9772658156
1.27e+38,87716.5366196252
2.79e+38,76910.1407395102
8.69e+37,72022.2745772979
2.85e+38,46072.8743198946
4.77e+37,218942.666709996
9.22e+37,88605.7825625822
2.78e+38,234949.276974795
6.57e+37,245315.798194332
2.85e+38,249166.598856993
1.53e+38,89491.5574252213
6.39e+37,86496.729649486
2.09e+38,83761.4797492755
2.45e+38,123671.443486599
1.76e+38,128557.43813215
2.2e+38,86648.9798469869
5.69e+36,142644.815158242
2.84e+38,75187.3832585539
2.96e+38,326044.850703444
2.31e+38,119768.003411163
3.13e+38,152872.858748767
1.89e+38,345763.032267892
2.06e+38,81321.7106189457
3.49e+36,144647.35474267
3.34e+38,77819.8770902411
1.37e+38,154133.743683341
1.37e+38,161520.067098298
1.82e+38,81463.6154984459
3.54e+36,114425.008919902
6.02e+37,173929.760790125
1.51e+38,52825.4422229301
1.2e+38,150173.77971645
1.9e+38,79310.3595695052
3.08e+38,74389.3332118356
2.49e+38,115107.128142646
2.16e+37,82792.2983585199
2.56e+38,58588.9978730234
1.72e+38,132711.844389965
2.41e+38,129459.388585242
5.33e+37,92166.048930931
2.1e+38,165667.005001947
2.23e+38,127647.96171763
1.12e+38,58973.5015114613
2.36e+38,186355.466556364
1.77e+38,74816.8189981193
5.79e+37,132839.747467574
6.04e+37,42666.0465604717
4.5e+37,129127.607639955
5.07e+37,224735.675087646
1.86e+38,80714.3034002091
6.08e+37,325750.127503533
1.32e+38,82272.2203177223
2.02e+38,131846.383330613
1.51e+38,146297.676220697
1.03e+38,197544.855170907
2.15e+37,94314.1707698777
2.04e+38,151571.92062668
1e+37,159236.486527713
4.51e+37,236488.904712663
1.29e+38,161297.71207983
6.22e+37,101288.206067122
1.51e+38,122972.795977325
4.93e+37,109088.386967931
3.27e+37,340068.544507611
3.35e+38,222156.721878313
2.12e+38,125422.484731822
7.59e+37,255719.241051543
2.77e+38,123434.10134228
1.78e+38,73427.9224459364
7.15e+37,88833.6376818385
2.07e+38,85392.9289449833
2.03e+38,135742.207938289
1.62e+38,127255.136350146
3.1e+38,67459.3901466608
6.68e+37,93007.9412038549
1.01e+38,139745.777167085
3.5e+37,127788.279129211
2.4e+38,206717.353294567
2.93e+38,233339.097978227
3.12e+38,105401.533870431
1.95e+38,135723.449566793
1.23e+38,94661.6660060573
1.44e+38,123620.133939487
1.25e+38,174921.215469622
1.96e+38,256696.378325751
3.08e+38,78848.3874038476
2.66e+37,91966.3620760688
1.19e+37,72595.0039691724
1.73e+38,126587.905612053
9.55e+37,159173.013192352
2.02e+38,150384.461711118
5.83e+37,133006.055825945
5.48e+37,125940.083805981
1.57e+38,126269.525878057
9.15e+37,184631.733708106
1.21e+38,201011.69342683
2.19e+38,78403.715226266
2.07e+38,75204.9260101587
6.59e+37,243359.392915608
1.8e+38,241007.761543563
1.49e+38,142887.599295152
2.02e+38,161144.596222537
9.82e+37,118392.890777423
2.68e+38,142477.710367279
3.1e+38,82523.3397961105
8.29e+37,73921.9422446465
5.14e+37,182842.074633214
2.45e+38,94586.0032672625
3.02e+38,224360.207303328
3.13e+38,114637.009751024
1.13e+38,67817.9682226814
2.59e+38,131718.832209306
1.23e+38,124606.293946523
2.17e+38,124942.585559526
2.66e+38,76685.6737516202
1.18e+38,145561.427082738
4.22e+36,84482.7372787856
2.76e+38,82331.707463815
3.03e+38,89642.3301723491
9.24e+37,120363.67638828
1.25e+38,167694.047561948
1.32e+38,219564.551748396
7.68e+37,241548.553745842
2.32e+38,134064.952301739
1.45e+38,161549.529313605
2.02e+38,67755.5042453313
2.17e+38,333686.459714795
1.67e+38,118106.008073621
2.87e+38,75638.1155916323
4.5e+37,59922.8769211517
1.97e+37,132344.464960578
1.82e+38,81686.5742962972
3.01e+38,83302.076957603
7.49e+37,109676.911986084
7.54e+37,125521.83477464
5.35e+37,79476.0878413339
1.91e+38,59186.8370226812
2.85e+38,111397.977300319
1.17e+38,95018.3143464418
2.31e+38,249768.511771298
2.02e+38,339590.445943278
1.5e+38,154244.8424304
6.01e+37,108278.374691772
1.89e+38,94456.826988888
2.97e+38,154211.0987923
3.33e+37,131278.859807677
6.95e+37,145332.31681506
2.24e+38,124485.7228842
1.43e+38,113229.038200619
2.96e+38,80543.2735411232
2.03e+38,73278.2380538022
4.63e+37,81765.0446300044
1e+38,177318.647466916
3.09e+38,230742.625578295
6.37e+37,95831.8320240826
1.07e+38,92241.9196775611
2.91e+38,130679.034435298
2.14e+38,55533.2640413108
2.65e+38,136096.663739287
4.03e+37,211314.683433583
2.4e+38,100858.345509055
1.58e+38,84760.0549741077
1.94e+38,134175.091110662
3.34e+37,121834.654678868
5.72e+37,137051.514452766
2e+38,77041.3846575173
2.3e+38,60424.543459348
2.38e+38,137262.951605012
2.26e+38,119748.38100143
1.36e+38,135611.857936757
2.88e+38,132651.272660989
4.4e+37,143000.705648164
1.98e+38,125259.008563038
1.8e+37,118505.039852642
3.3e+37,135284.354746177
3.19e+38,73385.1083703561
1.56e+38,93193.9236078308
1.28e+38,384919.61552646
6.09e+37,154840.314194491
3.4e+38,93850.6698924982
1.22e+38,91300.8906800836
2.13e+38,141254.590546779
2.76e+37,338464.518538011
1.28e+38,94711.9922876155
1.66e+38,124485.808038985
1.51e+37,249562.462179241
3.89e+37,54818.7646161866
3e+38,63051.4122991927
8.64e+37,81357.8354293478
2.28e+38,83715.5931406982
1.6e+38,116806.827166146
9.99e+37,155240.239086138
2.02e+38,83716.9970121832
1.95e+38,144996.729899824
1.67e+38,108858.347889121
1.52e+38,161544.073594498
1.24e+38,78493.8581184816
2.94e+38,240983.731986889
2.58e+38,123775.639438537
1.66e+37,240579.506952955
3.73e+37,169992.018270429
1.15e+37,85114.1290477737
2.99e+38,160771.219923554
2.92e+38,72247.1874144214
3.02e+37,95035.9778234726
1.6e+38,66334.8025977089
1.27e+37,110763.554858946
2.75e+37,135689.731660519
7.72e+37,143201.856245513
5.52e+37,76303.9661610259
5.03e+37,94703.7060788975
6.61e+37,119053.715671379
1.9e+38,146748.360984938
1.75e+38,57655.4844836431
1.24e+38,145766.750458843
3.25e+38,123227.218054231
1.79e+38,240400.784030429
1.46e+38,77869.7223821422
8.78e+37,134510.311405078
1.31e+38,69519.6527320665
1.22e+38,142151.656143312
5.91e+36,254964.868572001
2.81e+38,83700.0377846723
2.48e+38,106447.178238723
2.72e+38,211977.736607583
2.11e+38,83122.8875786434
1.5e+38,134360.936676957
1.6e+38,337189.203500975
1.93e+38,119962.595205736
2.96e+38,130731.509472835
2.86e+38,60380.0937917441
6.81e+37,70556.4769559993
3.29e+38,150569.124861906
1.21e+38,74455.2692273283
1.68e+38,129272.840166472
1.89e+38,238468.218756878
3.34e+38,88937.106059506
1.66e+38,122908.99754194
1.99e+38,132973.979032031
1.11e+38,116069.578461217
3.31e+38,103341.782936065
1.76e+38,117738.490591517
2.77e+38,122904.149876764
5.85e+36,82971.8293097388
1.37e+38,199184.05948095
1.92e+38,70642.7199064155
1.83e+38,65442.3716654574
2.91e+38,89729.4835487472
3.34e+38,115683.301763972
1.1e+38,133923.908494534
2.88e+38,135847.41984477
1.45e+38,125893.834687087
2.13e+38,109487.260634977
1.26e+38,76529.163076159
1.9e+37,125093.637920405
3.28e+38,94806.6759282711
1.61e+38,118083.682637277
2.13e+38,132980.640937556
1.13e+38,82753.4815533101
5.12e+37,89696.2326907688
7.59e+37,89976.8936719754
2.13e+38,145558.089004868
2.43e+38,92544.4929621639
1.37e+38,123254.116165491
2.17e+38,238550.146101213
2.35e+38,218906.621989876
2.43e+38,58722.3355029225
2.17e+37,65285.0723751874
2.9e+38,128900.60777963
1.93e+37,127049.343893766
2.08e+38,139186.915847063
2.39e+38,78237.9331791239
8.97e+37,120669.211072583
1.74e+38,261118.101580378
6.02e+37,233553.171722023
2.11e+38,125053.750777573
1.09e+38,214959.423446664
1.54e+38,93432.6501576898
1.42e+38,160963.259097172
2.44e+38,87235.2663953899
1.18e+37,188783.483242855
2.59e+38,114573.566628069
2.51e+38,131898.739323599
2.56e+38,147746.278814939
2.22e+38,125159.110798154
9.08e+37,78814.8623919971
7.37e+37,131396.947862658
1.34e+38,234711.307764951
3.01e+38,234888.123024623
3.14e+38,90324.5780964352
1.55e+38,78552.8833270745
3.19e+38,80990.2127816694
2.03e+38,88533.6366708103
2.69e+38,65413.1659744354
3.04e+38,124126.57543293
1.78e+38,192455.092698565
1.68e+38,191519.479416231
2.2e+38,129740.184679037
8.49e+37,77849.6514967386
1.81e+38,223904.751854927
1.67e+38,132113.822941075
2.63e+38,144506.856864526
7.06e+37,81853.7669301836
5.3e+37,215415.427112033
2.05e+38,218257.580721878
6.24e+37,120029.965330252
3.09e+38,138311.551379812
9.35e+37,202867.641889126
3.29e+38,90233.6986718358
1.8e+38,114715.635003622
1.24e+37,122710.923753466
1.14e+38,131995.768302176
1.82e+38,59747.7841127585
3.62e+37,205639.464428016
1.4e+38,212140.678535801
1.66e+38,126222.867678197
9.2e+37,250121.175378023
3.99e+37,174734.372788117
1.21e+37,127203.053232761
2.9e+38,97904.6740918345
1.94e+38,130780.572479845
6.17e+37,342031.670887522
8.11e+37,136989.870068322
8.44e+37,143277.93579593
2.03e+38,112304.898329224
3.22e+38,83095.2360765211
2.25e+38,53174.420467138
6.05e+37,248573.022670488
4.74e+37,300558.775678032
2.01e+38,132663.692331901
3.05e+38,56080.9345149014
1.6e+38,123062.586829185
3.2e+38,64255.3824471648
2.6e+38,202506.307752298
2.12e+38,137735.378351344
1.67e+38,90035.4421128773
2.82e+37,147841.610885137
8.18e+37,77276.7908550323
7.31e+37,127885.324547962
2.31e+38,348734.241465991
1.59e+38,159996.828117326
1.99e+38,86083.7383124458
2.95e+38,165417.045111043
4.28e+37,64970.5263867072
2.42e+38,76721.3607627566
1.92e+38,73913.8608163777
1.68e+38,248500.531998957
2.77e+36,119897.104858954
2.18e+38,76545.5672064129
1.95e+38,128754.277687292
1.15e+38,60303.8058102397
9.33e+37,107409.585556315
3.18e+37,261584.354621963
4.71e+37,244461.457826197
1.87e+38,86920.5387133004
7.18e+36,122087.840913128
2.92e+38,135203.667207597
2.96e+38,135724.644441378
6.43e+37,124074.109436488
1.14e+38,118287.911588849
8.33e+37,124339.449172887
2.8e+38,209833.612826108
2.26e+38,117558.527596535
1.93e+38,75776.086568285
1.78e+38,90363.9484367157
1.07e+38,68604.8958112253
3.2e+38,196406.46223696
9.34e+37,125210.40404257
1.06e+38,70291.1982129761
2.88e+38,85196.6908437869
1.53e+38,214745.237469213
1.39e+38,140009.756661773
3.11e+38,103662.618519438
5.34e+37,74172.5543682883
1.63e+38,69720.1976017727
6.13e+37,140681.642543743
1.11e+38,124222.654439263
2.31e+38,120825.541396611
8.72e+37,109686.773933364
1.55e+38,80995.4309758985
2.06e+38,127857.475791746
1.74e+38,71441.0945323211
5.65e+37,232208.752483415
2.79e+38,334896.533430214
2.47e+38,135332.746180099
1.12e+38,122624.306831224
2.57e+38,75188.3522773362
1.9e+38,110402.777000972
1.66e+38,49313.9451439085
2.15e+38,124342.659423921
2.27e+38,113705.873352776
2.85e+38,152560.047095649
1.62e+38,166597.432103708
2.57e+38,90701.4986554553
1.28e+38,91480.5005176922
1.28e+37,76184.9307492954
3.03e+38,166632.241223986
1.6e+38,77623.4532522526
1.29e+38,71259.7645361316
1.7e+38,83857.0784850772
3.09e+38,128405.847596894
1.15e+38,106999.668896216
1.32e+38,99691.6902032252
3.15e+37,244475.532479807
8e+37,143410.535551853
2.6e+38,65543.8194726817
7.65e+37,133376.850745548
1.94e+38,76203.1878217198
1.04e+38,184835.742120428
6.15e+37,84536.6307415102
2.6e+38,125210.275005437
2.55e+38,176484.546947045
2.41e+38,85668.6585461527
3.89e+37,99535.3632289122
6.83e+37,78910.5623405909
2.27e+38,80885.1269280248
1.56e+38,259473.296971046
4.63e+37,128084.523444178
1.1e+36,311822.776958877
1.34e+38,76726.1195663616
3.22e+36,82553.8691563871
1.3e+38,137937.715331882
2.32e+38,77266.568590306
1.83e+38,90661.61214901
2.1e+37,117225.978085062
3.16e+38,144413.258089847
3.26e+38,231814.070472485
1.72e+38,128644.096539869
2.92e+38,134003.900995765
1.04e+38,122379.058775816
1.27e+38,68280.617644384
6.13e+37,182022.068810429
1.16e+38,222232.694205797
1.59e+38,90543.6531724862
1.58e+37,59234.1231162514
1.83e+38,250956.617834793
2.81e+38,126859.122881014
2.82e+38,81246.466465535
2.05e+38,83179.3620270112
1.95e+38,59394.8760620021
3.08e+37,135897.580275302
2.17e+38,151720.353569425
2.17e+37,129880.979453159
3.27e+38,224797.759151474
2.71e+38,245708.223299991
2.95e+38,227408.439608951
2.54e+38,128230.108240398
3.11e+38,190188.453376911
1.3e+38,187475.074967926
1.54e+37,131776.45973636
2.42e+38,132677.581667003
2.71e+38,69725.1456391805
1.24e+38,118644.884805883
1.6e+38,312974.550650418
2.75e+38,85042.6507232656
3.8e+37,91528.1629281711
1.99e+38,200383.872335282
1.28e+37,142510.343420211
2.65e+38,142765.687630671
1.88e+38,246640.753708578
7.5e+37,119071.357473424
8.64e+37,82229.8673259751
2.38e+38,117174.654217544
8.2e+37,63884.0169782142
1.66e+38,131131.237165972
4.32e+37,131331.368936373
1.34e+38,162529.560885346
1.52e+38,76345.1411400462
1.25e+38,100628.70440803
1.12e+38,116268.584255783
1.03e+38,91021.2811285322
7.08e+37,165604.518079261
2.4e+38,149460.15978285
1.43e+38,132120.98039922
3.19e+38,121582.624864608
1.69e+38,138043.54204129
1.22e+38,128866.83503224
6.78e+37,72559.3198150246
1.71e+37,71209.3625072942
3.3e+38,88709.962967997
1.62e+38,75984.6999900519
3.23e+38,130494.093076883
1.22e+38,119327.043728365
3.26e+38,93012.5745860958
3.05e+38,311175.769103435
1.29e+37,327998.581783264
3.25e+38,87910.7711932281
2.31e+38,65961.4418108239
4.45e+37,67625.6134329111
7.46e+37,111780.106141
7.13e+37,43091.1653512507
7.63e+37,97885.5223228364
4.25e+36,77169.3377689541
3.31e+38,360423.144189409
6.3e+37,72540.5423070655
3.2e+38,44492.8799449148
1.87e+38,91820.692439106
2.64e+38,397376.631008919
2.32e+38,207030.486748937
1.13e+38,239094.214641052
3.36e+37,126659.996084344
1.5e+38,93981.2089307414
3.28e+37,94437.1940988913
2.11e+38,100954.859709798
1.03e+37,223804.455838129
3.19e+38,206746.586540113
6.64e+37,255058.210977405
8.03e+37,120438.038069523
9.54e+37,122289.284363405
1.7e+38,123187.479521473
1.65e+38,67489.4135922036
2.82e+38,125076.035553757
1.82e+38,72594.3037077732
8.82e+37,85396.5265028213
1.04e+38,255298.672946465
1.8e+37,53910.4978294526
1.92e+38,153386.87805302
2.31e+38,88123.8366682376
1.43e+38,138391.490756315
1.58e+38,316002.289001945
1.81e+38,141042.690162844
2.97e+38,122580.065097001
5.34e+37,119182.20798665
1.49e+38,103665.48171297
2.99e+38,158909.777835331
8.15e+37,91695.8318052813
9.62e+36,190874.61122921
2.98e+38,135148.659686009
5.76e+37,114062.174823507
1.46e+38,85766.5870875215
2.07e+38,251237.768355392
9.09e+37,122782.696133076
6.43e+37,185466.807576557
1.05e+38,78381.8283467982
1.24e+38,65993.112724452
2.77e+38,130533.424463912
1.88e+38,211492.439683976
1.85e+38,378227.447162074
2.33e+38,81471.0802866511
3.08e+38,232888.453015578
2e+38,131429.900649602
2.25e+37,151692.325454441
3.87e+37,81251.2482548173
1.44e+38,195151.137811637
3.14e+38,212501.391893699
5.5e+37,139266.502351429
2.1e+38,99167.7551672376
2.26e+38,163889.975686194
2.43e+38,91299.3136217246
1.17e+38,98146.1683364112
1.97e+38,78652.2457140366
7.26e+37,127376.998211463
1.64e+38,53514.1692736466
9.09e+37,109619.365796682
1.06e+38,92818.0610392255
1.49e+38,143621.259644734
1.89e+38,336251.703275145
2.95e+38,86462.2665411207
3.36e+38,77030.7203239979
1.67e+38,220144.404139067
3.16e+38,117831.934880819
1.14e+38,111419.916398803
1.68e+38,80673.4611359425
3.1e+38,64672.9542798168
8.75e+37,86215.5318376782
6.91e+37,97271.2520656209
8.75e+37,73816.3849052301
1.84e+38,93533.7421218808
2.8e+38,246799.518960118
3.96e+37,84505.6197933166
2.87e+38,89688.4208971888
3.29e+38,211476.925436254
1.53e+37,61633.056112774
3.34e+38,67016.4875820843
2.03e+38,162521.632891416
1.26e+38,80660.9736461117
1.76e+38,100906.554477794
2.64e+38,169638.594672047
2.52e+38,164530.88767893
2.4e+38,107991.515570402
2.15e+38,84192.4485316798
3.12e+38,137176.268176983
1.87e+38,134013.106085111
1.26e+38,95149.1592978124
1.3e+38,103751.241694145
1.85e+37,216989.576438558
1.82e+38,75411.7931526883
3.32e+38,109807.826347612
2.19e+38,89271.8717204427
1.43e+38,93559.4173598509
3.21e+38,52723.1770176972
1.23e+38,120258.526874904
8.99e+37,128485.79039545
5.7e+37,66206.9226063671
6.02e+37,248739.02355532
2.25e+38,265283.345328792
2.14e+38,137206.673625693
2.84e+38,75430.4325710828
8.46e+37,78131.3752199044
2.74e+38,111625.543813945
2.11e+38,254124.562375845
2.45e+38,120959.658885127
1.45e+38,212333.994180092
1.51e+38,66919.3056145895
3.52e+37,156490.695978086
1.74e+38,103425.601134135
3.3e+38,87793.1524649926
1.86e+38,90501.5545938485
1.71e+38,70983.1325914047
2.22e+38,84223.4049836539
5.56e+37,65515.9997243823
2.47e+38,90029.4715178777
1.23e+38,64044.213560919
9.73e+36,120418.213248479
2.19e+37,69528.2993197594
1.71e+38,136618.195560805
